"cvss2_score","cvss3_score","Version","detection_time","severity","external_references","Architecture","condition","cve","updated","Name","Title","published"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23376"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23376""]","x64","KB5022921 patch is not installed","CVE-2023-23376","2023-02-23","Windows Server 2022","CVE-2023-23376 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21823"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21823""]","x64","KB5022921 patch is not installed","CVE-2023-21823","2023-02-23","Windows Server 2022","CVE-2023-21823 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21822"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21822""]","x64","KB5022921 patch is not installed","CVE-2023-21822","2023-02-23","Windows Server 2022","CVE-2023-21822 affects Windows Server 2022","2023-02-14"
0,7.4,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21820"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21820""]","x64","KB5022921 patch is not installed","CVE-2023-21820","2023-02-23","Windows Server 2022","CVE-2023-21820 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21819"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21819""]","x64","KB5022921 patch is not installed","CVE-2023-21819","2023-02-23","Windows Server 2022","CVE-2023-21819 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21818"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21818""]","x64","KB5022921 patch is not installed","CVE-2023-21818","2023-02-23","Windows Server 2022","CVE-2023-21818 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21817"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21817""]","x64","KB5022921 patch is not installed","CVE-2023-21817","2023-02-23","Windows Server 2022","CVE-2023-21817 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21816"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21816""]","x64","KB5022921 patch is not installed","CVE-2023-21816","2023-02-23","Windows Server 2022","CVE-2023-21816 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21813"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21813""]","x64","KB5022921 patch is not installed","CVE-2023-21813","2023-02-23","Windows Server 2022","CVE-2023-21813 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21812"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21812""]","x64","KB5022921 patch is not installed","CVE-2023-21812","2023-02-23","Windows Server 2022","CVE-2023-21812 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21811"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21811""]","x64","KB5022921 patch is not installed","CVE-2023-21811","2023-02-23","Windows Server 2022","CVE-2023-21811 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21805"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21805""]","x64","KB5022921 patch is not installed","CVE-2023-21805","2023-02-23","Windows Server 2022","CVE-2023-21805 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21804"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21804""]","x64","KB5022921 patch is not installed","CVE-2023-21804","2023-02-23","Windows Server 2022","CVE-2023-21804 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21802"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21802""]","x64","KB5022921 patch is not installed","CVE-2023-21802","2023-02-23","Windows Server 2022","CVE-2023-21802 affects Windows Server 2022","2023-02-14"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21801"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21801""]","x64","KB5022921 patch is not installed","CVE-2023-21801","2023-03-14","Windows Server 2022","CVE-2023-21801 affects Windows Server 2022","2023-02-14"
0,8.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21799"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21799""]","x64","KB5022921 patch is not installed","CVE-2023-21799","2023-02-24","Windows Server 2022","CVE-2023-21799 affects Windows Server 2022","2023-02-14"
0,8.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21798"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21798""]","x64","KB5022921 patch is not installed","CVE-2023-21798","2023-02-24","Windows Server 2022","CVE-2023-21798 affects Windows Server 2022","2023-02-14"
0,8.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21797"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21797""]","x64","KB5022921 patch is not installed","CVE-2023-21797","2023-02-24","Windows Server 2022","CVE-2023-21797 affects Windows Server 2022","2023-02-14"
0,5.5,"10.0.20348","2023-08-10T06:26:12+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21776"",""http://packetstormsecurity.com/files/172300/Windows-Kernel-CmpDoReDoCreateKey-CmpDoReOpenTransKey-Out-Of-Bounds-Read.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21776""]","x64","KB5022291 patch is not installed","CVE-2023-21776","2023-05-11","Windows Server 2022","CVE-2023-21776 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21774"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21774""]","x64","KB5022291 patch is not installed","CVE-2023-21774","2023-04-27","Windows Server 2022","CVE-2023-21774 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21773"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21773""]","x64","KB5022291 patch is not installed","CVE-2023-21773","2023-04-27","Windows Server 2022","CVE-2023-21773 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21772"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21772""]","x64","KB5022291 patch is not installed","CVE-2023-21772","2023-04-27","Windows Server 2022","CVE-2023-21772 affects Windows Server 2022","2023-01-10"
0,7,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21771"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21771""]","x64","KB5022291 patch is not installed","CVE-2023-21771","2023-04-27","Windows Server 2022","CVE-2023-21771 affects Windows Server 2022","2023-01-10"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21769"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21769""]","x64","KB5025230 patch is not installed","CVE-2023-21769","2023-04-19","Windows Server 2022","CVE-2023-21769 affects Windows Server 2022","2023-04-11"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21768"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21768""]","x64","KB5022291 patch is not installed","CVE-2023-21768","2023-04-27","Windows Server 2022","CVE-2023-21768 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21767"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21767""]","x64","KB5022291 patch is not installed","CVE-2023-21767","2023-04-27","Windows Server 2022","CVE-2023-21767 affects Windows Server 2022","2023-01-10"
0,4.7,"10.0.20348","2023-08-10T06:26:12+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21766"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21766""]","x64","KB5022291 patch is not installed","CVE-2023-21766","2023-04-27","Windows Server 2022","CVE-2023-21766 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21765"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21765""]","x64","KB5022291 patch is not installed","CVE-2023-21765","2023-04-27","Windows Server 2022","CVE-2023-21765 affects Windows Server 2022","2023-01-10"
0,7.1,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21760"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21760""]","x64","KB5022291 patch is not installed","CVE-2023-21760","2023-04-27","Windows Server 2022","CVE-2023-21760 affects Windows Server 2022","2023-01-10"
0,3.3,"10.0.20348","2023-08-10T06:26:12+00:00","Low","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21759"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21759""]","x64","KB5022291 patch is not installed","CVE-2023-21759","2023-04-27","Windows Server 2022","CVE-2023-21759 affects Windows Server 2022","2023-01-10"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21758"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21758""]","x64","KB5022291 patch is not installed","CVE-2023-21758","2023-04-27","Windows Server 2022","CVE-2023-21758 affects Windows Server 2022","2023-01-10"
0,7.5,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21757"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21757""]","x64","KB5022291 patch is not installed","CVE-2023-21757","2023-04-27","Windows Server 2022","CVE-2023-21757 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21756"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21756""]","x64","KB5028171 patch is not installed","CVE-2023-21756","2023-07-13","Windows Server 2022","CVE-2023-21756 affects Windows Server 2022","2023-07-11"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21754"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21754""]","x64","KB5022291 patch is not installed","CVE-2023-21754","2023-04-27","Windows Server 2022","CVE-2023-21754 affects Windows Server 2022","2023-01-10"
0,7.1,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21750"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21750""]","x64","KB5022291 patch is not installed","CVE-2023-21750","2023-04-27","Windows Server 2022","CVE-2023-21750 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21749"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21749""]","x64","KB5022291 patch is not installed","CVE-2023-21749","2023-04-27","Windows Server 2022","CVE-2023-21749 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21748"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21748""]","x64","KB5022291 patch is not installed","CVE-2023-21748","2023-04-27","Windows Server 2022","CVE-2023-21748 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21747"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21747""]","x64","KB5022291 patch is not installed","CVE-2023-21747","2023-04-27","Windows Server 2022","CVE-2023-21747 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21746"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21746""]","x64","KB5022291 patch is not installed","CVE-2023-21746","2023-04-27","Windows Server 2022","CVE-2023-21746 affects Windows Server 2022","2023-01-10"
0,7,"10.0.20348","2023-08-10T06:26:12+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21733"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21733""]","x64","KB5022291 patch is not installed","CVE-2023-21733","2023-04-27","Windows Server 2022","CVE-2023-21733 affects Windows Server 2022","2023-01-10"
0,8.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21732"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21732""]","x64","KB5022291 patch is not installed","CVE-2023-21732","2023-04-27","Windows Server 2022","CVE-2023-21732 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21730"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21730""]","x64","KB5022291 patch is not installed","CVE-2023-21730","2023-04-27","Windows Server 2022","CVE-2023-21730 affects Windows Server 2022","2023-01-10"
0,5.3,"10.0.20348","2023-08-10T06:26:13+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21729"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21729""]","x64","KB5025230 patch is not installed","CVE-2023-21729","2023-04-19","Windows Server 2022","CVE-2023-21729 affects Windows Server 2022","2023-04-11"
0,7.5,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21728"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21728""]","x64","KB5022291 patch is not installed","CVE-2023-21728","2023-04-27","Windows Server 2022","CVE-2023-21728 affects Windows Server 2022","2023-01-10"
0,8.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21727"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21727""]","x64","KB5025230 patch is not installed","CVE-2023-21727","2023-04-19","Windows Server 2022","CVE-2023-21727 affects Windows Server 2022","2023-04-11"
0,7.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21726"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21726""]","x64","KB5022291 patch is not installed","CVE-2023-21726","2023-04-27","Windows Server 2022","CVE-2023-21726 affects Windows Server 2022","2023-01-10"
0,7.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21724"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21724""]","x64","KB5022291 patch is not installed","CVE-2023-21724","2023-04-27","Windows Server 2022","CVE-2023-21724 affects Windows Server 2022","2023-01-10"
0,8.1,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21712"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21712""]","x64","KB5019080 patch is not installed","CVE-2023-21712","2023-05-09","Windows Server 2022","CVE-2023-21712 affects Windows Server 2022","2023-04-27"
0,9.8,"10.0.20348","2023-08-10T06:26:13+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21708"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21708""]","x64","KB5023786 patch is not installed","CVE-2023-21708","2023-03-23","Windows Server 2022","CVE-2023-21708 affects Windows Server 2022","2023-03-14"
0,7.5,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21702"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21702""]","x64","KB5022921 patch is not installed","CVE-2023-21702","2023-02-23","Windows Server 2022","CVE-2023-21702 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21701"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21701""]","x64","KB5022921 patch is not installed","CVE-2023-21701","2023-02-23","Windows Server 2022","CVE-2023-21701 affects Windows Server 2022","2023-02-14"
0,7.5,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21700"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21700""]","x64","KB5022921 patch is not installed","CVE-2023-21700","2023-02-23","Windows Server 2022","CVE-2023-21700 affects Windows Server 2022","2023-02-14"
0,8.8,"10.0.20348","2023-08-10T06:26:13+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21695"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21695""]","x64","KB5022921 patch is not installed","CVE-2023-21695","2023-02-23","Windows Server 2022","CVE-2023-21695 affects Windows Server 2022","2023-02-14"
0,6.8,"10.0.20348","2023-08-10T06:26:13+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21694"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21694""]","x64","KB5022921 patch is not installed","CVE-2023-21694","2023-02-23","Windows Server 2022","CVE-2023-21694 affects Windows Server 2022","2023-02-14"
0,5.7,"10.0.20348","2023-08-10T06:26:13+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21693"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21693""]","x64","KB5022921 patch is not installed","CVE-2023-21693","2023-03-14","Windows Server 2022","CVE-2023-21693 affects Windows Server 2022","2023-02-14"
